index,type,name
335,Add,/vision_model/vision/_en/final_conv/act/Add_1
336,Mul,/vision_model/vision/_en/final_conv/act/Mul_4
337,Constant,/vision_model/vision/_en/final_conv/act/Constant_3
338,Mul,/vision_model/vision/_en/final_conv/act/Mul_5
339,GlobalAveragePool,/vision_model/vision/_en/head/global_pool/pool/GlobalAveragePool
340,Flatten,/vision_model/vision/_en/head/global_pool/flatten/Flatten
341,Gemm,/vision_model/vision/_en/head/fc/Gemm
342,Flatten,/vision_model/vision/Flatten
343,Gemm,/vision_model/no_bottleneck_policy/summarizer/_infeats/_infeats.0/Gemm
344,Relu,/vision_model/no_bottleneck_policy/summarizer/_infeats/_infeats.1/Relu
345,Gemm,/vision_model/no_bottleneck_policy/summarizer/resblock/block_a/block_a.0/Gemm
346,Relu,/vision_model/no_bottleneck_policy/summarizer/resblock/block_a/block_a.2/Relu
347,Gemm,/vision_model/no_bottleneck_policy/summarizer/resblock/block_a/block_a.3/Gemm
348,Add,/vision_model/no_bottleneck_policy/summarizer/resblock/Add
349,Relu,/vision_model/no_bottleneck_policy/summarizer/resblock/block_b/block_b.0/Relu
350,Gemm,/vision_model/no_bottleneck_policy/summarizer/resblock/block_b/block_b.1/Gemm
351,Relu,/vision_model/no_bottleneck_policy/summarizer/resblock/block_b/block_b.3/Relu
352,Gemm,/vision_model/no_bottleneck_policy/summarizer/resblock/block_b/block_b.4/Gemm
353,Add,/vision_model/no_bottleneck_policy/summarizer/resblock/Add_1
354,Relu,/vision_model/no_bottleneck_policy/summarizer/resblock/final_relu/Relu
355,Gemm,/vision_model/no_bottleneck_policy/hydra/resblock/block_a/block_a.0/Gemm
356,Relu,/vision_model/no_bottleneck_policy/hydra/resblock/block_a/block_a.2/Relu
357,Gemm,/vision_model/no_bottleneck_policy/hydra/resblock/block_a/block_a.3/Gemm
358,Add,/vision_model/no_bottleneck_policy/hydra/resblock/Add
359,Relu,/vision_model/no_bottleneck_policy/hydra/resblock/block_b/block_b.0/Relu
360,Gemm,/vision_model/no_bottleneck_policy/hydra/resblock/block_b/block_b.1/Gemm
361,Relu,/vision_model/no_bottleneck_policy/hydra/resblock/block_b/block_b.3/Relu
362,Gemm,/vision_model/no_bottleneck_policy/hydra/resblock/block_b/block_b.4/Gemm
363,Add,/vision_model/no_bottleneck_policy/hydra/resblock/Add_1
364,Relu,/vision_model/no_bottleneck_policy/hydra/resblock/final_relu/Relu
365,Gemm,/vision_model/no_bottleneck_policy/hydra/meta/Gemm
366,Relu,/vision_model/no_bottleneck_policy/hydra/relu/Relu
367,Gemm,/vision_model/no_bottleneck_policy/hydra/desire_pred/Gemm
368,Relu,/vision_model/no_bottleneck_policy/hydra/relu_1/Relu
369,Gemm,/vision_model/no_bottleneck_policy/hydra/road_transform/Gemm
370,Relu,/vision_model/no_bottleneck_policy/hydra/relu_2/Relu
371,Gemm,/vision_model/no_bottleneck_policy/hydra/pose/Gemm
372,Relu,/vision_model/no_bottleneck_policy/hydra/relu_3/Relu
373,Gemm,/vision_model/no_bottleneck_policy/hydra/wide_from_device_euler/Gemm
374,Relu,/vision_model/no_bottleneck_policy/hydra/relu_4/Relu
375,Gemm,/vision_model/no_bottleneck_policy/hydra/meta/meta.0/Gemm
376,Relu,/vision_model/no_bottleneck_policy/hydra/meta/meta.1/Relu
377,Gemm,/vision_model/no_bottleneck_policy/hydra/meta/meta.2/Gemm
378,Add,/vision_model/no_bottleneck_policy/hydra/Add
379,Relu,/vision_model/no_bottleneck_policy/hydra/relu_5/Relu
380,Gemm,/vision_model/no_bottleneck_policy/hydra/desire_pred/desire_pred.0/Gemm
381,Relu,/vision_model/no_bottleneck_policy/hydra/desire_pred/desire_pred.1/Relu
382,Gemm,/vision_model/no_bottleneck_policy/hydra/desire_pred/desire_pred.2/Gemm
383,Add,/vision_model/no_bottleneck_policy/hydra/Add_1
384,Relu,/vision_model/no_bottleneck_policy/hydra/relu_6/Relu
385,Gemm,/vision_model/no_bottleneck_policy/hydra/road_transform/road_transform.0/Gemm
386,Relu,/vision_model/no_bottleneck_policy/hydra/road_transform/road_transform.1/Relu
387,Gemm,/vision_model/no_bottleneck_policy/hydra/road_transform/road_transform.2/Gemm
388,Add,/vision_model/no_bottleneck_policy/hydra/Add_2
389,Relu,/vision_model/no_bottleneck_policy/hydra/relu_7/Relu
390,Gemm,/vision_model/no_bottleneck_policy/hydra/pose/pose.0/Gemm
391,Relu,/vision_model/no_bottleneck_policy/hydra/pose/pose.1/Relu
392,Gemm,/vision_model/no_bottleneck_policy/hydra/pose/pose.2/Gemm
393,Add,/vision_model/no_bottleneck_policy/hydra/Add_3
394,Relu,/vision_model/no_bottleneck_policy/hydra/relu_8/Relu
395,Gemm,/vision_model/no_bottleneck_policy/hydra/wide_from_device_euler/wide_from_device_euler.0/Gemm
396,Relu,/vision_model/no_bottleneck_policy/hydra/wide_from_device_euler/wide_from_device_euler.1/Relu
397,Gemm,/vision_model/no_bottleneck_policy/hydra/wide_from_device_euler/wide_from_device_euler.2/Gemm
398,Add,/vision_model/no_bottleneck_policy/hydra/Add_4
399,Relu,/vision_model/no_bottleneck_policy/hydra/relu_9/Relu
400,Gemm,/vision_model/no_bottleneck_policy/hydra/meta_1/Gemm
401,Gemm,/vision_model/no_bottleneck_policy/hydra/desire_pred_1/Gemm
402,Gemm,/vision_model/no_bottleneck_policy/hydra/road_transform_1/Gemm
403,Gemm,/vision_model/no_bottleneck_policy/hydra/pose_1/Gemm
404,Gemm,/vision_model/no_bottleneck_policy/hydra/wide_from_device_euler_1/Gemm
405,Gemm,/summarizer/_infeats/_infeats.0/Gemm
406,Relu,/summarizer/_infeats/_infeats.1/Relu
407,Gemm,/summarizer/resblock/block_a/block_a.0/Gemm
408,Relu,/summarizer/resblock/block_a/block_a.2/Relu
409,Gemm,/summarizer/resblock/block_a/block_a.3/Gemm
410,Add,/summarizer/resblock/Add
411,Relu,/summarizer/resblock/block_b/block_b.0/Relu
412,Gemm,/summarizer/resblock/block_b/block_b.1/Gemm
413,Relu,/summarizer/resblock/block_b/block_b.3/Relu
414,Gemm,/summarizer/resblock/block_b/block_b.4/Gemm
415,Add,/summarizer/resblock/Add_1
416,Relu,/summarizer/resblock/final_relu/Relu
417,Gemm,/summarizer/_mu/Gemm
418,Mul,/summarizer/Mul
419,Constant,Constant_496
420,ReduceSum,/summarizer/ReduceSum
421,Sqrt,/summarizer/Sqrt
422,Constant,/summarizer/Constant
423,Clip,/summarizer/Clip
424,Div,/summarizer/Div
425,Concat,/Concat
